Repository URL,Pull Request URL,PR Title,Total Interesting Keywords,"""Promise"" Occurrances","""Async"" Occurrances","""Await"" Occurrances",Files Changed,Lines Changed,PR Creation Date
napi-rs/napi-rs,https://github.com/napi-rs/napi-rs/pull/1516,fix(napi): panic when Promise callbacks trigger after Promise is dropped,111,50,29,32,6,88,2023-03-13T17:50:19Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/17788,Fix flaky test,110,0,25,85,1,1,2021-07-07T14:08:36Z
https://api.github.com/repos/getodk/central-backend,https://github.com/getodk/central-backend/pull/1197,test/e2e/s3: fix race condition when killing minio,110,11,25,74,1,21,2024-09-24T20:12:51Z
https://api.github.com/repos/freeboardgames/FreeBoardGames.org,https://github.com/freeboardgames/FreeBoardGames.org/pull/567,Create start match button,109,9,29,71,21,851,2020-05-23T04:27:30Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34334,Add additional wording to page attachment tests for target=_top,109,21,38,50,1,4,2021-05-11T22:06:33Z
https://api.github.com/repos/fastify/avvio,https://github.com/fastify/avvio/pull/173,fix: delay plugin promise resolution until next tick,109,4,45,60,3,75,2022-02-24T18:55:34Z
https://api.github.com/repos/finos/regular-table,https://github.com/finos/regular-table/pull/84,Fix `replace()` and unintentional interactive elements.,108,0,38,70,7,36,2020-09-04T07:08:04Z
https://api.github.com/repos/medic/cht-core,https://github.com/medic/cht-core/pull/6982,Fixes race condition in displaying tasks after submission,108,24,34,50,4,57,2021-03-03T13:26:14Z
https://api.github.com/repos/netlify/cli,https://github.com/netlify/cli/pull/2924,chore: temporarily disable problematic tests,108,0,47,61,1,0,2021-07-13T09:34:57Z
https://api.github.com/repos/hyperledger/fabric-sdk-node,https://github.com/hyperledger/fabric-sdk-node/pull/607,Prevent race condition producing partial discovery results,108,3,51,54,9,1465,2022-07-12T20:41:00Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/54065,E2E: Do not run page actions in beforeEach hook when using fixme,108,1,11,83,3,66,2023-08-30T14:55:15Z
https://api.github.com/repos/cypress-io/cypress,https://github.com/cypress-io/cypress/pull/25671,test: clean up skipped flaky tests,107,23,38,46,7,30,2023-02-01T18:47:22Z
https://api.github.com/repos/serverless/dashboard,https://github.com/serverless/dashboard/pull/430,AWS Lambda SDK: Fix invocation closure race condition,106,7,28,68,3,50,2023-01-30T13:04:12Z
mongodb/node-mongodb-native,https://github.com/mongodb/node-mongodb-native/pull/3830,refactor(NODE-5514): make FLE logic use async-await,106,8,45,53,13,1108,2023-08-21T15:17:22Z
isomorphic-git/isomorphic-git,https://github.com/isomorphic-git/isomorphic-git/pull/787,perf: cache .git/index for better performance,105,0,16,89,10,286,2019-07-31T02:18:00Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25220,fix: flaky test `Change assets changes to native currency when switching accounts during a NFT send`,105,0,8,97,1,35,2024-06-11T16:32:08Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/35138,"♻️ Core+Types: resource-container-helper, clipboard, getChildJsonConfig, async-input",104,47,39,18,30,295,2021-07-07T15:25:41Z
https://api.github.com/repos/transloadit/node-sdk,https://github.com/transloadit/node-sdk/pull/133,increase test timeout,104,24,32,48,1,5,2022-03-16T08:41:15Z
https://api.github.com/repos/sqlpad/sqlpad,https://github.com/sqlpad/sqlpad/pull/565,"Add Persistent database connection support for Postgres, ODBC",103,0,37,66,24,1593,2020-03-05T00:42:41Z
https://api.github.com/repos/mozilla/fxa,https://github.com/mozilla/fxa/pull/13632,test(functional_tests): increase default timeout value for flaky tests,103,0,12,91,2,2,2022-07-13T19:19:53Z
https://api.github.com/repos/beyondessential/tamanu,https://github.com/beyondessential/tamanu/pull/3820,Fix patient filter+sort flaky test,103,3,44,56,1,210,2023-03-27T08:38:32Z
https://api.github.com/repos/beyondessential/tamanu,https://github.com/beyondessential/tamanu/pull/5032,SAV-522: Fix flaky test (rename test patients to something less conflictable),103,3,44,56,4,107,2023-12-11T06:17:27Z
https://api.github.com/repos/abo3skr2019/Student-Club-Management-System,https://github.com/abo3skr2019/Student-Club-Management-System/pull/62,Event Endpoints,103,1,51,51,21,1835,2025-01-25T13:52:31Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/14938,Address flaky test by not rendering forms until Redux state is updated,102,0,27,75,17,696,2020-11-12T15:11:44Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34030,"[amp-story] 🐛 Add target=""_top"" to page attachment",102,21,33,48,2,42,2021-04-27T16:24:28Z
https://api.github.com/repos/mozilla/addons-blog,https://github.com/mozilla/addons-blog/pull/213,Update dependency jest to v27,102,2,34,66,3,1676,2021-05-25T09:52:09Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34695,❄️ Skip a few flaky tests,102,54,21,27,2,9,2021-06-03T21:30:28Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/41380,Refactor preview e2e tests to use Playwright.,102,0,13,89,4,801,2022-05-26T18:19:35Z
https://api.github.com/repos/serverless/dashboard,https://github.com/serverless/dashboard/pull/282,AWS Lambda SDK: Cleanup and tests improvements,102,7,28,67,3,65,2022-10-25T12:05:00Z
https://api.github.com/repos/TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/22252,🐛 Fixed missing attribution in new member and new subscription staff emails,102,1,52,49,6,319,2025-02-20T14:10:37Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/41310,Migrate revert template test to Playwright,101,0,16,85,2,516,2022-05-25T11:12:40Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/49178,Fix flaky test,101,0,27,74,1,14,2023-05-03T22:45:15Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/19487,fix(e2e): flaky test-e2e-chrome on add-custom-network.spec.js,101,0,12,89,1,37,2023-06-07T07:35:58Z
https://api.github.com/repos/namecheap/ilc,https://github.com/namecheap/ilc/pull/567,fix(ilc-server): catch errors in request/response fastify hooks,101,0,53,46,10,355,2023-12-22T14:44:50Z
https://api.github.com/repos/NYPL/dgx-patron-creator-service,https://github.com/NYPL/dgx-patron-creator-service/pull/110,Making sure there's an ILS token before proceeding on any v0.3 endpoint.,100,33,33,34,4,121,2020-12-07T16:53:18Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34658,♻️ Move most of remaining possible files to core + type-check,100,49,25,26,30,133,2021-06-02T22:38:41Z
https://api.github.com/repos/webex/webex-js-sdk,https://github.com/webex/webex-js-sdk/pull/2770,fix: skip flaky tests,100,64,17,19,10,34,2023-04-24T10:45:53Z
https://api.github.com/repos/neo4j/neo4j-javascript-driver,https://github.com/neo4j/neo4j-javascript-driver/pull/1137,Fix flaky tests on TransactionExecutor suite,100,33,33,34,4,448,2023-09-06T10:26:35Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/18540,Fix e2e test for NFT interactions,99,0,8,91,1,4,2023-04-12T02:12:14Z
https://api.github.com/repos/emberjs/data,https://github.com/emberjs/data/pull/8913,chore: fix flaky test,99,15,38,46,1,116,2023-09-25T03:30:01Z
https://api.github.com/repos/assemblee-virtuelle/semapps,https://github.com/assemblee-virtuelle/semapps/pull/1217,Fix unknown dataset on LdpCacheService,99,0,27,49,30,255,2023-12-18T17:21:02Z
ipfs/helia,https://github.com/ipfs/helia/pull/776,fix: trustless-gateway sessions handle aborts properly,99,1,51,47,4,172,2025-04-16T20:52:34Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/14045,Fix flaky test: add account,98,0,6,92,1,4,2022-03-18T16:02:59Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/58041,Set post editor sidebar tabs to manual activation,98,0,12,86,3,62,2024-01-20T15:37:10Z
https://api.github.com/repos/matthewsong18/csc337-final-project,https://github.com/matthewsong18/csc337-final-project/pull/33,feat: add database schemas,98,0,39,59,16,4708,2024-11-28T08:55:19Z
strapi/strapi,https://github.com/strapi/strapi/pull/22964,fix(data-transfer): race condition and backpressure in large asset transfers,98,7,46,45,6,395,2025-02-21T13:25:37Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/30524,Add SSR experiments to a4a eid,97,74,11,12,10,407,2020-10-06T01:34:59Z
https://api.github.com/repos/cofacts/rumors-api,https://github.com/cofacts/rumors-api/pull/289,Analytics for LIFF views,97,2,33,62,14,1814,2022-07-25T18:18:23Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/16530,[e2e] Fix RPC flaky test,97,0,12,85,1,6,2022-11-16T17:34:48Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/16603,[e2e] [MV3] Fix Add Account e2e flaky test for MV3 build,97,0,6,91,1,32,2022-11-21T13:27:51Z
https://api.github.com/repos/HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2250,[TTAHUB-3125] Monitoring Data Issue,97,6,46,45,4,147,2024-07-02T23:58:51Z
https://api.github.com/repos/HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2250,[TTAHUB-3125] Monitoring Data Issue,97,6,46,45,4,147,2024-07-02T23:58:51Z
https://api.github.com/repos/tomason182/hostel_api,https://github.com/tomason182/hostel_api/pull/10,Fix race condition,97,0,44,53,30,2483,2024-09-13T12:18:42Z
https://api.github.com/repos/parse-community/Parse-SDK-JS,https://github.com/parse-community/Parse-SDK-JS/pull/2548,feat: Add `Uint8Array` support for `Parse.File` data,97,22,35,40,4,26,2025-04-01T18:50:54Z
https://api.github.com/repos/taskcluster/taskcluster,https://github.com/taskcluster/taskcluster/pull/196,Bug 1523215 - improve index tests,96,1,22,46,4,115,2019-02-09T03:05:21Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/35449,🐛  [amp-render] fix root-element stripping from amp-render with amp-bind,96,12,30,54,3,97,2021-07-28T22:28:09Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/16655,[e2e] [MV3] Mitigate completely flaky test Deletes custom RPC,96,0,12,84,1,9,2022-11-23T14:29:39Z
https://api.github.com/repos/getgauge/taiko,https://github.com/getgauge/taiko/pull/2663,Fix some vulnerabilities and other enhancements,96,0,45,48,17,13784,2022-11-29T12:53:28Z
https://api.github.com/repos/Kong/insomnia,https://github.com/Kong/insomnia/pull/7928,Fix duplicate file cause application error in collection view UI,96,0,8,88,3,25,2024-09-09T07:16:05Z
https://api.github.com/repos/1024pix/pix,https://github.com/1024pix/pix/pull/1851,[TECH] Réparation de tests autos flaky liés à la violation de contrainte d'unicité de la key d'un badge (PIX-1243),95,4,42,49,4,14,2020-09-07T15:23:21Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/28264,Fix widgets screen e2e tests,95,0,12,83,1,45,2021-01-18T06:17:04Z
https://api.github.com/repos/mozilla/fxa,https://github.com/mozilla/fxa/pull/14378,fix(tests): Playwright test tweaks,95,0,6,89,2,6,2022-10-31T15:32:17Z
https://api.github.com/repos/strapi/strapi,https://github.com/strapi/strapi/pull/16497,fix(RW): flaky test,95,0,33,62,1,51,2023-04-25T08:24:59Z
https://api.github.com/repos/Neovici/cosmoz-image-viewer,https://github.com/Neovici/cosmoz-image-viewer/pull/184,Feature/fix flaky test,95,1,19,75,2,86,2023-12-08T19:10:50Z
https://api.github.com/repos/aragon/aragon.js,https://github.com/aragon/aragon.js/pull/317,App state caching: improvements++,94,17,34,43,9,191,2019-05-29T01:45:03Z
https://api.github.com/repos/webex/webex-js-sdk,https://github.com/webex/webex-js-sdk/pull/2431,fix(plugin-meetings): fix some flaky integration tests,94,55,4,7,3,105,2022-09-14T17:48:54Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/74694,test: consolidate hmr test for turbopack,94,0,16,78,2,8,2025-01-09T16:53:09Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34554,♻️ Extract DOM query helpers into core + type-checking,93,33,25,35,30,131,2021-05-26T04:40:16Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34927,♻️ Move `context` under `#core`,93,2,35,56,24,107,2021-06-18T19:00:28Z
https://api.github.com/repos/mozilla/fxa,https://github.com/mozilla/fxa/pull/15221,test(functional): run and skip react tests conditionally,93,0,10,83,6,45,2023-04-25T22:53:47Z
https://api.github.com/repos/medic/cht-core,https://github.com/medic/cht-core/pull/8710,chore: Flaky test - permission-enabled and incorrect-locale,93,1,18,74,2,205,2023-11-15T21:37:32Z
https://api.github.com/repos/facebook/react,https://github.com/facebook/react/pull/28852,Test top level fragment inside lazy semantics,93,0,27,66,2,54,2024-04-17T02:04:29Z
https://api.github.com/repos/brave-intl/bat-ledger,https://github.com/brave-intl/bat-ledger/pull/506,Use variable shape captcha endpoint,92,0,13,79,2,11,2019-01-16T23:30:16Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/25259,🐛 Fixed first contentful paint race condition,92,92,0,0,11,260,2019-10-25T17:27:42Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/30598,🐛 Fix .getImpl race condition on Android,92,21,29,42,3,16,2020-10-09T19:40:42Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/35028,✨ [amp-render] support `resizeToContents` action,92,12,28,52,3,214,2021-06-24T20:20:40Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/19725,feature(19457): fix encrypt-decrypt.spec.js flaky tests,92,0,13,79,1,20,2023-06-22T16:33:34Z
https://api.github.com/repos/Kong/insomnia,https://github.com/Kong/insomnia/pull/6933,chore(e2e-tests): Fix flaky test for debug sidebar,92,0,16,76,1,8,2023-12-19T10:18:58Z
https://api.github.com/repos/HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2066,[PROD] Button re-render issue; make tests deterministic,92,5,22,65,4,256,2024-03-28T13:49:37Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25324,fix: flaky test screenshot for `Increase Token Allowance increases token spending cap to allow other accounts to transfer tokens `,92,1,11,80,1,4,2024-06-14T13:38:54Z
https://api.github.com/repos/FlowFuse/flowfuse,https://github.com/FlowFuse/flowfuse/pull/5119,Fix race condition in license expired unit test,92,0,43,49,2,33,2025-02-13T18:16:58Z
https://api.github.com/repos/bbcmicrobit/PythonEditor,https://github.com/bbcmicrobit/PythonEditor/pull/326,Tests: Update flaky test to download a python file.,91,0,13,78,2,42,2020-04-20T16:17:00Z
https://api.github.com/repos/wopian/kitsu,https://github.com/wopian/kitsu/pull/547,build: update jest monorepo to ~27.0.0 (major),91,0,39,52,9,1396,2021-05-28T19:11:25Z
https://api.github.com/repos/neo4j/neo4j-javascript-driver,https://github.com/neo4j/neo4j-javascript-driver/pull/952,Skip flaky test,91,29,31,31,1,5,2022-06-23T10:58:35Z
https://api.github.com/repos/LedgerHQ/ledger-live,https://github.com/LedgerHQ/ledger-live/pull/4396,[B2CQA-1920] Detox : Fix Android Flaky tests,91,0,26,65,12,57,2023-08-18T13:38:18Z
https://api.github.com/repos/rebus-ink/ink-API,https://github.com/rebus-ink/ink-API/pull/336,fixing concurrency bug,90,1,8,81,3,120,2019-06-27T15:50:09Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/47694,test: disable the flaky test for parallel-routes-and-interception,90,0,18,72,1,5,2023-03-30T14:38:39Z
https://api.github.com/repos/percy/percy-storybook,https://github.com/percy/percy-storybook/pull/829,✨ add storybook v7 support,90,1,42,47,15,8352,2023-10-18T16:03:24Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/24734,test: fix flaky test `Increase Token Allowance increases token spending cap to allow other accounts to transfer tokens @no-mmi`,90,1,11,78,1,6,2024-05-23T07:52:17Z
honojs/hono,https://github.com/honojs/hono/pull/3343,fix(jsx): race condition in ErrorBoundary with event loop,90,7,40,43,2,38,2024-08-31T06:41:15Z
https://api.github.com/repos/beyondessential/tamanu,https://github.com/beyondessential/tamanu/pull/1518,TAN-885: Fix race condition in SyncManager.exportAndPush,89,11,16,62,11,373,2021-10-28T07:30:21Z
https://api.github.com/repos/CesiumGS/cesium,https://github.com/CesiumGS/cesium/pull/11296,Terrain availability race condition,89,11,33,45,5,183,2023-05-18T21:04:00Z
https://api.github.com/repos/mano-sesan/mano,https://github.com/mano-sesan/mano/pull/294,feat: new test for change organisation on logout,89,0,8,81,3,371,2024-06-06T14:19:25Z
https://api.github.com/repos/folio-org/stripes-components,https://github.com/folio-org/stripes-components/pull/2318,STCOM-1313 Update Selection internal state when dataOptions are received,89,0,39,50,5,60,2024-07-09T20:59:12Z
https://api.github.com/repos/ampproject/amp-github-apps,https://github.com/ampproject/amp-github-apps/pull/1355,📦 Update bundle-size packages (major),88,17,24,47,3,5426,2021-06-04T11:03:27Z
https://api.github.com/repos/Automattic/wp-calypso,https://github.com/Automattic/wp-calypso/pull/54300,Shopping Cart: Use middleware to sync cart with server,88,9,36,43,6,290,2021-07-06T03:27:25Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/46591,Migrate Font Size Picker tests to Playwright,88,0,11,77,2,619,2022-12-15T19:07:42Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/47287,Sync settings from editor store to block-editor store,88,0,11,77,5,124,2023-01-19T14:48:24Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/22938,Fix race and speed up amp-list/amp-bind interaction,87,58,11,18,7,505,2019-06-20T00:58:01Z
https://api.github.com/repos/lancetipton/parkin,https://github.com/lancetipton/parkin/pull/55,Wait for callbacks,87,6,18,30,9,364,2023-09-01T02:09:01Z
https://api.github.com/repos/dai-shi/will-this-react-global-state-work-in-concurrent-rendering,https://github.com/dai-shi/will-this-react-global-state-work-in-concurrent-rendering/pull/13,Add use-enhanced-reducer,86,14,24,48,5,107,2020-03-01T17:31:18Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/27740,Fix nasty race condition in AMP video,86,17,31,38,3,132,2020-04-14T03:35:50Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/33016,"♻️ Guard dependencies in `src/{context,core,preact}`",86,2,35,49,14,392,2021-03-02T21:19:01Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/17825,Include cancelled requests and appointments on upcoming and requested pages when using VAOS service,86,0,38,48,8,143,2021-07-09T17:17:44Z
https://api.github.com/repos/facebook/react,https://github.com/facebook/react/pull/24685,Bugfix: Revealing a hidden update,86,1,54,31,15,538,2022-06-07T22:34:28Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/46634,Migrate Toolbar roving tabindex tests to Playwright,86,0,15,71,2,358,2022-12-18T13:10:49Z
https://api.github.com/repos/beyondessential/tupaia,https://github.com/beyondessential/tupaia/pull/4968,No issue: Fix flaky test,86,0,30,56,1,10,2023-09-07T03:48:28Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/22037,skip MMI e2e optional flaky tests,86,0,5,81,4,4,2023-11-23T15:56:55Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/28213,Add subscriptions-message-number to SwG smartbox button,85,42,21,22,3,29,2020-05-05T20:26:59Z
https://api.github.com/repos/Trustroots/trustroots,https://github.com/Trustroots/trustroots/pull/1993,Tests: clear all DB collections between tests runs & use abstraction everywhere,85,3,65,17,30,465,2021-01-01T17:35:09Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/33735,🐛  [amp-next-page]: fix amp-next-page-scroll event triggers too early,84,4,37,43,2,24,2021-04-09T16:51:37Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34782,"✨ [amp-render] support `layout=""container""`",84,10,26,48,3,172,2021-06-09T05:17:44Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/40002,fix(#39993): avoid race condition for next/script onReady,84,0,16,68,5,110,2022-08-27T08:46:37Z
https://api.github.com/repos/pinojs/pino,https://github.com/pinojs/pino/pull/1826,Fix flaky test in CITGM,84,6,29,49,2,5,2023-10-05T07:01:09Z
pinojs/pino,https://github.com/pinojs/pino/pull/1826,Fix flaky test in CITGM,84,6,29,49,2,5,2023-10-05T07:01:09Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/22727,Changed the drop down class name and type of selection,84,0,16,68,1,9,2024-01-30T13:02:27Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/20668,E2E Tests: Await embed error placeholder size class,83,0,6,77,1,18,2020-03-05T21:27:24Z
https://api.github.com/repos/feugy/tabulous,https://github.com/feugy/tabulous/pull/130,fix(chess): missing players script,83,0,33,50,9,202,2022-12-29T08:43:19Z
https://api.github.com/repos/metriport/metriport,https://github.com/metriport/metriport/pull/1538,1455 fix dq status,83,0,36,47,25,1305,2024-01-30T00:27:42Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/24607,test: fix flaky test `Permissions Page ...` and ` Connections Page...`,83,0,8,75,2,15,2024-05-20T09:56:40Z
https://api.github.com/repos/pngwn/MDsveX,https://github.com/pngwn/MDsveX/pull/728,fix: prevent race condition with `add_layouts`,83,0,41,42,3,40,2025-04-28T13:19:46Z
https://api.github.com/repos/facebook/react,https://github.com/facebook/react/pull/14626,Support sync thenables for lazy(),82,20,32,30,2,23,2019-01-18T10:42:59Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/30023,🐛  Fix background audio race conditions,82,18,26,38,4,134,2020-08-28T16:01:15Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/37863,✨ [Bento] Implemented bento-pan-zoom component,82,2,37,43,26,1695,2022-03-11T22:40:46Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/38843,test: disable the rsc flaky test temporarily,82,5,24,53,1,3,2022-07-20T16:30:55Z
https://api.github.com/repos/sillsdev/web-languageforge,https://github.com/sillsdev/web-languageforge/pull/1482,Fix flaky test by waiting for specific URL,82,1,12,69,1,10,2022-09-26T10:13:45Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64244,Fix flaky DataViews list layout e2e tests,82,1,8,73,1,9,2024-08-05T08:55:56Z
https://api.github.com/repos/HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2500,"[PROD] Coverage, data consistency, devops, screen shots",82,0,42,40,30,2039,2024-11-27T16:39:06Z
https://api.github.com/repos/DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/5072,[test optimization] [SDTEST-1355] Fix DI issues with auto test retries,82,25,16,17,18,1011,2025-01-07T12:36:29Z
microsoft/playwright,https://github.com/microsoft/playwright/pull/35323,feat(j unit reporter): adds reporting on retries and path to JUnit reporter,82,1,51,30,2,127,2025-03-21T23:16:37Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/19042,E2E Tests: Validate embed rendering before proceeding to next,81,0,6,75,1,113,2019-12-10T16:00:47Z
https://api.github.com/repos/parse-community/parse-server,https://github.com/parse-community/parse-server/pull/7212,Fix flaky test4,81,14,16,51,1,18,2021-02-20T02:11:39Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25913,fix: flaky test 25912,81,1,19,61,2,301,2024-07-17T20:47:15Z
https://api.github.com/repos/GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/1142,Iot gateway flaky tests,80,0,18,62,2,163,2019-02-13T02:01:09Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/29529,[amp-story] Add amp-audio unit test,80,18,26,36,1,37,2020-07-27T21:53:23Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/31831,✨ amp-video-iframe: pass consent data to iframe,80,23,24,33,14,835,2021-01-06T20:18:22Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/37935,support --bento_only option in unit tests,80,2,33,45,18,2049,2022-03-22T17:32:51Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/38205,"✨ [Story Preview] Add params to configure preview mode behavior, and send the 'storyPreviewFinished' viewer message once the story's preview has finished",80,6,25,49,4,84,2022-05-17T07:29:55Z
https://api.github.com/repos/adobecom/milo,https://github.com/adobecom/milo/pull/519,Adding event driven modals to decorateMeta in utils.js,80,0,27,53,4,37,2023-03-01T21:41:40Z
https://api.github.com/repos/vaadin/web-components,https://github.com/vaadin/web-components/pull/6033,test: properly reset global tooltip state,80,0,33,47,2,26,2023-06-23T08:00:17Z
https://api.github.com/repos/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue/pull/2834,fix(pagination-nav): fix race condition with clicking prev/next buttons,79,11,26,42,3,276,2019-03-13T21:14:39Z
https://api.github.com/repos/BrightspaceUI/core,https://github.com/BrightspaceUI/core/pull/1918,Remove flaky test for already opened dropdown,79,1,21,57,1,6,2021-12-03T14:41:02Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/32376,test: add wait timeout between clicks for rsc link,79,1,29,49,1,15,2021-12-10T17:50:28Z
https://api.github.com/repos/justeattakeaway/fozzie-components,https://github.com/justeattakeaway/fozzie-components/pull/2021,Updated Molecules with refactors for ES6 and fix flaky tests - #trivial #globalconfig,79,0,27,52,30,481,2022-07-07T08:21:48Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/51517,Migrate block hierarchy navigation tests to Playwright,79,0,5,74,3,536,2023-06-15T04:16:00Z
https://api.github.com/repos/nvuillam/npm-groovy-lint,https://github.com/nvuillam/npm-groovy-lint/pull/320,fix: files not linting,79,0,42,37,19,675,2023-11-07T14:14:02Z
https://api.github.com/repos/parse-community/parse-server,https://github.com/parse-community/parse-server/pull/9218,ci: Add test retry logic for flaky tests,79,5,23,51,5,171,2024-07-17T19:50:35Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/22611,Added addition wait to fix the flaky test for change language,78,0,17,61,1,6,2024-01-19T16:55:15Z
https://api.github.com/repos/inworld-ai/inworld-nodejs-sdk,https://github.com/inworld-ai/inworld-nodejs-sdk/pull/158,Test 59 node js e 2 e environment swap feature,78,0,11,67,15,523,2024-06-12T17:25:55Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26082,fix: flaky BTC e2e tests,78,0,14,64,6,216,2024-07-24T09:24:27Z
https://api.github.com/repos/tomason182/hostel_api,https://github.com/tomason182/hostel_api/pull/11,"Revert ""Fix race condition""",78,0,34,44,30,2483,2024-09-13T12:20:29Z
