repo_url,repo_name,pr_url,author,title,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords,total_async_keywords_count,files_changed_in_pr,lines_changed_in_pr,total_test_files,files_with_test_and_async,created_at,merged_at,async_keywords_breakdown,files_async_counts
https://api.github.com/repos/FlowFuse/flowfuse,FlowFuse/flowfuse,https://github.com/FlowFuse/flowfuse/pull/4260,hardillb,Found race condition in tests,test/unit/forge/routes/api/team_spec.js,race condition,describe(;it(,async,60,1,3,1,1,2024-07-26T09:04:18Z,2024-07-26T09:45:30Z,promise:0;async:60,test/unit/forge/routes/api/team_spec.js:60
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/68494,ijjk,Update flakey module-errors test,test/integration/edge-runtime-module-errors/test/module-imports.test.js,race condition,describe(;it(,async,22,1,44,1,1,2024-08-03T23:24:10Z,2024-08-04T03:46:48Z,promise:0;async:22,test/integration/edge-runtime-module-errors/test/module-imports.test.js:22
https://api.github.com/repos/punitdiwan/school-scoop-supa-test,punitdiwan/school-scoop-supa-test,https://github.com/punitdiwan/school-scoop-supa-test/pull/65,punitdiwan,fixed flaky test - unassign transport,tests/Transport.spec.js;tests/test.spec.js,flaky test,describe(;test(,async;promise,19,2,87,2,2,2024-08-06T09:47:55Z,2024-08-06T09:48:03Z,promise:0;async:19,tests/Transport.spec.js:12;tests/test.spec.js:7
https://api.github.com/repos/WordPress/gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64244,Mamaduka,Fix flaky DataViews list layout e2e tests,test/e2e/specs/site-editor/dataviews-list-layout-keyboard.spec.js,flaky test,describe(;test(,async;promise,9,1,9,1,1,2024-08-05T08:55:56Z,2024-08-05T09:40:38Z,promise:1;async:8,test/e2e/specs/site-editor/dataviews-list-layout-keyboard.spec.js:9
https://api.github.com/repos/WordPress/gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64205,tyxla,Components: Cleanup flaky unit test `sleep()` hacks,packages/components/src/alignment-matrix-control/test/index.tsx;packages/components/src/circular-option-picker/test/index.tsx;packages/components/src/composite/legacy/test/index.tsx;packages/components/src/custom-select-control-v2/test/index.tsx;packages/components/src/custom-select-control/test/index.tsx;packages/components/src/dropdown-menu-v2/test/index.tsx;packages/components/src/tab-panel/test/index.tsx;packages/components/src/tabs/test/index.tsx;packages/components/src/toggle-group-control/test/index.tsx;packages/components/src/tooltip/test/index.tsx,flaky test,describe(;it(;test(,async;promise,186,10,90,10,10,2024-08-02T13:43:30Z,2024-08-02T14:34:15Z,promise:2;async:184,packages/components/src/alignment-matrix-control/test/index.tsx:7;packages/components/src/circular-option-picker/test/index.tsx:6;packages/components/src/composite/legacy/test/index.tsx:16;packages/components/src/custom-select-control-v2/test/index.tsx:13;packages/components/src/custom-select-control/test/index.tsx:23;packages/components/src/dropdown-menu-v2/test/index.tsx:24;packages/components/src/tab-panel/test/index.tsx:25;packages/components/src/tabs/test/index.tsx:41;packages/components/src/toggle-group-control/test/index.tsx:13;packages/components/src/tooltip/test/index.tsx:18
https://api.github.com/repos/aziontech/azion-console-kit,aziontech/azion-console-kit,https://github.com/aziontech/azion-console-kit/pull/1574,matheus-sunderhus,[UXE-4335] fix: update rules engine list response phase after success creation,src/tests/services/billing-services/load-your-service-plan-service.test.js,flaky test,describe(;it(,async,3,3,102,1,1,2024-08-01T19:37:29Z,2024-08-02T13:34:41Z,promise:0;async:3,src/tests/services/billing-services/load-your-service-plan-service.test.js:3
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/68674,huozhi,test: refactor unclear tests to composed matchers,test/integration/jsconfig-baseurl/test/index.test.js;test/integration/jsconfig-paths/test/index.test.js;test/integration/link-ref/test/index.test.js;test/integration/preload-viewport/test/index.test.js,flaky test,describe(;it(,async;promise,85,4,249,4,4,2024-08-08T12:41:52Z,2024-08-08T14:58:48Z,promise:14;async:71,test/integration/jsconfig-baseurl/test/index.test.js:7;test/integration/jsconfig-paths/test/index.test.js:10;test/integration/link-ref/test/index.test.js:16;test/integration/preload-viewport/test/index.test.js:52
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26449,davidmurdoch,test: add `driver.clickElementAndWaitForWindowToClose` helper method,test/e2e/snaps/test-snap-jsx.spec.js;test/e2e/snaps/test-snap-siginsights.spec.js;test/e2e/tests/api-usage/account-tracker-api-usage.spec.ts;test/e2e/tests/bridge/bridge-button-opens-portfolio.spec.ts;test/e2e/tests/bridge/bridge-button-routing.spec.ts;test/e2e/tests/confirmations/signatures/permit.spec.ts;test/e2e/tests/request-queuing/ui.spec.js;test/e2e/tests/simulation-details/simulation-details.spec.ts;test/e2e/tests/swap-send/swap-send-erc20.spec.ts;test/e2e/tests/swap-send/swap-send-eth.spec.ts,race condition,describe(;it(;test(,async;promise,87,13,358,10,10,2024-08-15T17:59:59Z,2024-08-19T15:13:19Z,promise:4;async:83,test/e2e/snaps/test-snap-jsx.spec.js:2;test/e2e/snaps/test-snap-siginsights.spec.js:2;test/e2e/tests/api-usage/account-tracker-api-usage.spec.ts:8;test/e2e/tests/bridge/bridge-button-opens-portfolio.spec.ts:4;test/e2e/tests/bridge/bridge-button-routing.spec.ts:2;test/e2e/tests/confirmations/signatures/permit.spec.ts:6;test/e2e/tests/request-queuing/ui.spec.js:25;test/e2e/tests/simulation-details/simulation-details.spec.ts:32;test/e2e/tests/swap-send/swap-send-erc20.spec.ts:2;test/e2e/tests/swap-send/swap-send-eth.spec.ts:4
https://api.github.com/repos/CesiumGS/cesium,CesiumGS/cesium,https://github.com/CesiumGS/cesium/pull/12129,ggetz,Procedural IBL Enhancement in CesiumJS,packages/engine/Specs/Renderer/CubeMapSpec.js;packages/engine/Specs/Scene/Cesium3DTilesetSpec.js,race condition,describe(;it(,async;promise,70,30,2611,2,2,2024-08-16T14:18:30Z,2024-10-29T17:38:24Z,promise:10;async:60,packages/engine/Specs/Renderer/CubeMapSpec.js:1;packages/engine/Specs/Scene/Cesium3DTilesetSpec.js:69
https://api.github.com/repos/adobe/spacecat-shared,adobe/spacecat-shared,https://github.com/adobe/spacecat-shared/pull/335,iuliag,fix(tests): temporarily disable flaky tests,packages/spacecat-shared-data-access/test/it/db.test.js,flaky test,describe(;it(,async;promise,50,1,6,1,1,2024-08-19T14:07:03Z,2024-08-19T15:45:14Z,promise:0;async:50,packages/spacecat-shared-data-access/test/it/db.test.js:50
https://api.github.com/repos/appknox/irene,appknox/irene,https://github.com/appknox/irene/pull/1437,future-pirate-king,flaky test fixes,tests/acceptance/organization/service-account-test.js;tests/acceptance/security/project-search-list-test.js,flaky test,it(;test(,async,17,9,21,2,2,2024-08-19T13:30:01Z,2024-08-19T13:43:58Z,promise:0;async:17,tests/acceptance/organization/service-account-test.js:11;tests/acceptance/security/project-search-list-test.js:6
https://api.github.com/repos/Hylozoic/hylo-evo,Hylozoic/hylo-evo,https://github.com/Hylozoic/hylo-evo/pull/1686,KevinTriplett,Evo 1681 fix component changing an uncontrolled input warning,src/routes/NonAuthLayoutRouter/Signup/FinishRegistration/FinishRegistration.test.js,race condition,it(;test(,async,3,3,18,1,1,2024-08-15T01:56:14Z,2024-08-15T22:49:26Z,promise:0;async:3,src/routes/NonAuthLayoutRouter/Signup/FinishRegistration/FinishRegistration.test.js:3
https://api.github.com/repos/maxtsh/leovegas_movieland,maxtsh/leovegas_movieland,https://github.com/maxtsh/leovegas_movieland/pull/2,maxtsh,Develop,e2e/Home.spec.ts;e2e/Starred.spec.ts;e2e/Watchlater.spec.ts,race condition,describe(;test(,async,12,30,24692,5,3,2024-08-23T01:24:18Z,2024-09-10T14:16:22Z,promise:0;async:12,e2e/Home.spec.ts:6;e2e/Starred.spec.ts:3;e2e/Watchlater.spec.ts:3
https://api.github.com/repos/digital-land/submit,digital-land/submit,https://github.com/digital-land/submit/pull/340,rosado,OrganisationsController - changes,test/unit/organisationsController.test.js,race condition,describe(;it(,async,16,8,890,1,1,2024-08-28T09:31:07Z,2024-08-29T12:55:31Z,promise:0;async:16,test/unit/organisationsController.test.js:16
https://api.github.com/repos/WordPress/gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64776,cbravobernal,"Flaky Test: Fix ""Sorting"" test in new-templates-list.spec.js ",test/e2e/specs/site-editor/new-templates-list.spec.js,flaky test,describe(;test(,async;promise,7,1,12,1,1,2024-08-24T15:32:05Z,2024-08-27T07:38:07Z,promise:1;async:6,test/e2e/specs/site-editor/new-templates-list.spec.js:7
https://api.github.com/repos/holepunchto/bare-http1,holepunchto/bare-http1,https://github.com/holepunchto/bare-http1/pull/17,yassernasc,Reenable default agent,test.js,race condition,test(,async;promise,23,2,11,1,1,2024-08-23T15:45:17Z,2024-08-27T06:33:29Z,promise:2;async:21,test.js:23
https://api.github.com/repos/carbon-design-system/carbon,carbon-design-system/carbon,https://github.com/carbon-design-system/carbon/pull/17258,tay1orjones,fix(tilegroup): guard usage of potentially null children properties,packages/react/src/components/TileGroup/__tests__/TileGroup-test.js,race condition,describe(;it(,async,2,2,38,1,1,2024-08-23T15:19:12Z,2024-08-23T16:06:21Z,promise:0;async:2,packages/react/src/components/TileGroup/__tests__/TileGroup-test.js:2
https://api.github.com/repos/neo4j/neo4j-javascript-driver,neo4j/neo4j-javascript-driver,https://github.com/neo4j/neo4j-javascript-driver/pull/1216,bigmontz,Fix `maxConnectionPoolSize` verification,packages/core/test/internal/pool/pool.test.ts,race condition,describe(;it(,async;promise,250,3,169,1,1,2024-09-02T14:51:39Z,2024-09-03T13:08:00Z,promise:114;async:136,packages/core/test/internal/pool/pool.test.ts:250
https://api.github.com/repos/Accenture/sfmc-devtools,Accenture/sfmc-devtools,https://github.com/Accenture/sfmc-devtools/pull/1635,JoernBerkefeld,7.3.1,test/general.test.js;test/type.journey.test.js,race condition,describe(;it(,async,56,18,596,2,2,2024-08-30T11:04:37Z,2024-08-30T11:27:06Z,promise:0;async:56,test/general.test.js:31;test/type.journey.test.js:25
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26747,chloeYue,Cherrypick flaky test fix 12.2.0,test/e2e/tests/metrics/errors.spec.js;test/e2e/tests/settings/ipfs-ens-resolution.spec.js,flaky test,describe(;it(,async;promise,51,12,325,2,2,2024-08-29T12:31:22Z,2024-08-30T09:45:44Z,promise:0;async:51,test/e2e/tests/metrics/errors.spec.js:43;test/e2e/tests/settings/ipfs-ens-resolution.spec.js:8
https://api.github.com/repos/Accenture/sfmc-devtools,Accenture/sfmc-devtools,https://github.com/Accenture/sfmc-devtools/pull/1629,JoernBerkefeld,bug/1627 run publish journey action sequentially for multi-step journeys to fix race condition for sf-journeys,test/general.test.js;test/type.journey.test.js,race condition,describe(;it(,async,56,8,224,2,2,2024-08-29T21:04:05Z,2024-08-29T21:17:19Z,promise:0;async:56,test/general.test.js:31;test/type.journey.test.js:25
https://api.github.com/repos/okta/okta-signin-widget,okta/okta-signin-widget,https://github.com/okta/okta-signin-widget/pull/3714,denysoblohin-okta,Update TestCafe to v3,test/testcafe/spec-en-leaks/EnglishLeaks_spec.js;test/testcafe/spec/ChallengeAuthenticatorEmail_spec.js;test/testcafe/spec/ChallengeOktaVerifyFastPassView_spec.js;test/testcafe/spec/DeviceChallengePollView_spec.js;test/testcafe/spec/EnrollAuthenticatorWebAuthn_spec.js;test/testcafe/spec/LaunchOVWithRememberMe_spec.js,flaky test,it(;test(,async;promise,158,30,311,10,6,2024-09-11T17:36:50Z,2024-11-01T18:13:31Z,promise:4;async:83,test/testcafe/spec-en-leaks/EnglishLeaks_spec.js:2;test/testcafe/spec/ChallengeAuthenticatorEmail_spec.js:34;test/testcafe/spec/ChallengeOktaVerifyFastPassView_spec.js:24;test/testcafe/spec/DeviceChallengePollView_spec.js:21;test/testcafe/spec/EnrollAuthenticatorWebAuthn_spec.js:3;test/testcafe/spec/LaunchOVWithRememberMe_spec.js:3
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/27067,hjetpoluru,fix: Fixed flaky test for custom screen size ,test/e2e/tests/account/metamask-responsive-ui.spec.js,flaky test,describe(;it(;test(,async,20,2,7,2,1,2024-09-11T15:52:25Z,2024-09-17T15:01:55Z,promise:0;async:7,test/e2e/tests/account/metamask-responsive-ui.spec.js:7
https://api.github.com/repos/TryGhost/Ghost,TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/20964,cmraible,Added caching to `LastSeenAtUpdater`,ghost/core/test/e2e-frontend/members.test.js;ghost/core/test/e2e-server/click-tracking.test.js;ghost/core/test/integration/services/last-seen-at-updater.test.js;ghost/members-events-service/test/last-seen-at-cache.test.js;ghost/members-events-service/test/last-seen-at-updater.test.js,race condition,describe(;it(,async;promise,118,9,837,5,5,2024-09-10T23:14:01Z,2024-09-13T07:54:43Z,promise:4;async:114,ghost/core/test/e2e-frontend/members.test.js:70;ghost/core/test/e2e-server/click-tracking.test.js:3;ghost/core/test/integration/services/last-seen-at-updater.test.js:7;ghost/members-events-service/test/last-seen-at-cache.test.js:14;ghost/members-events-service/test/last-seen-at-updater.test.js:24
https://api.github.com/repos/EOX-A/EOxElements,EOX-A/EOxElements,https://github.com/EOX-A/EOxElements/pull/1242,radupasparuga,chore: fix flaky tests,elements/map/test/viewProjection.cy.ts,flaky test,describe(;it(,promise,1,1,45,1,1,2024-09-07T17:00:22Z,2024-09-11T06:53:42Z,promise:1;async:0,elements/map/test/viewProjection.cy.ts:1
https://api.github.com/repos/openedx/frontend-app-authoring,openedx/frontend-app-authoring,https://github.com/openedx/frontend-app-authoring/pull/1263,bradenmacdonald,test: refactor and fix flakiness of LibraryAuthoringTest [FC-0062],src/library-authoring/LibraryAuthoringPage.test.tsx;src/library-authoring/component-info/ComponentInfoHeader.test.tsx;src/library-authoring/data/api.test.ts;src/taxonomy/taxonomy-menu/TaxonomyMenu.test.tsx,flaky test,describe(;it(;test(,async,35,24,1202,4,4,2024-09-06T16:21:33Z,2024-09-10T20:34:22Z,promise:0;async:35,src/library-authoring/LibraryAuthoringPage.test.tsx:18;src/library-authoring/component-info/ComponentInfoHeader.test.tsx:4;src/library-authoring/data/api.test.ts:3;src/taxonomy/taxonomy-menu/TaxonomyMenu.test.tsx:10
https://api.github.com/repos/Kong/insomnia,Kong/insomnia,https://github.com/Kong/insomnia/pull/7928,cwangsmv,Fix duplicate file cause application error in collection view UI,packages/insomnia-smoke-test/tests/smoke/dashboard-interactions.test.ts,race condition,describe(;test(,async,8,3,25,1,1,2024-09-09T07:16:05Z,2024-09-09T09:53:56Z,promise:0;async:8,packages/insomnia-smoke-test/tests/smoke/dashboard-interactions.test.ts:8
https://api.github.com/repos/ably/ably-js,ably/ably-js,https://github.com/ably/ably-js/pull/1855,VeskeR,[ECO-4914] Fix websocket reconnection can get stuck in disconnected/connecting cycle,test/realtime/transports.test.js,race condition,describe(;it(,async;promise,7,3,124,1,1,2024-09-06T16:21:25Z,2024-09-06T20:06:49Z,promise:4;async:3,test/realtime/transports.test.js:7
https://api.github.com/repos/adyen-examples/adyen-testing-suite,adyen-examples/adyen-testing-suite,https://github.com/adyen-examples/adyen-testing-suite/pull/92,gcatanese,Giving test case: update button selector,tests/giving/card-and-donation.spec.js,flaky test,test(,async,1,1,2,1,1,2024-09-18T14:39:12Z,2024-09-18T14:39:52Z,promise:0;async:1,tests/giving/card-and-donation.spec.js:1
https://api.github.com/repos/Helioviewer-Project/helioviewer.org,Helioviewer-Project/helioviewer.org,https://github.com/Helioviewer-Project/helioviewer.org/pull/612,dgarciabriseno,Add awaits to expects. Wait for load in hello_helioviewer,tests/desktop/multi/tiles.spec.ts;tests/desktop/normal/hello_helioviewer.spec.ts,flaky test,test(,async,2,3,98,2,2,2024-09-16T17:47:36Z,2024-09-16T19:39:24Z,promise:0;async:2,tests/desktop/multi/tiles.spec.ts:1;tests/desktop/normal/hello_helioviewer.spec.ts:1
https://api.github.com/repos/JeremyLoh/task-tracker,JeremyLoh/task-tracker,https://github.com/JeremyLoh/task-tracker/pull/3,JeremyLoh,"Add mark-done and mark-in-progress command, Fix flaky test due to parallel execution",tests/addCommand.test.js;tests/listCommand.test.js;tests/markDoneCommand.test.js;tests/markInProgressCommand.test.js,flaky test,describe(;it(,async,46,11,572,4,4,2024-09-14T11:33:25Z,2024-09-14T11:33:53Z,promise:0;async:46,tests/addCommand.test.js:13;tests/listCommand.test.js:10;tests/markDoneCommand.test.js:13;tests/markInProgressCommand.test.js:10
https://api.github.com/repos/JeremyLoh/task-tracker,JeremyLoh/task-tracker,https://github.com/JeremyLoh/task-tracker/pull/2,JeremyLoh,Add List Command for listing all tasks,tests/addCommand.test.js;tests/listCommand.test.js,flaky test,describe(;it(,async;promise,16,10,1643,3,2,2024-09-13T15:18:39Z,2024-09-13T18:02:57Z,promise:2;async:14,tests/addCommand.test.js:9;tests/listCommand.test.js:7
https://api.github.com/repos/Helioviewer-Project/helioviewer.org,Helioviewer-Project/helioviewer.org,https://github.com/Helioviewer-Project/helioviewer.org/pull/610,dgarciabriseno,Stabilize test 2,tests/desktop/normal/hello_helioviewer.spec.ts;tests/desktop/normal/movie/form_controls.spec.ts;tests/desktop/normal/regression/image_preset_spoil_state_integers.spec.ts,flaky test,test(,async,4,5,72,3,3,2024-09-12T19:22:50Z,2024-09-13T16:35:17Z,promise:0;async:4,tests/desktop/normal/hello_helioviewer.spec.ts:1;tests/desktop/normal/movie/form_controls.spec.ts:2;tests/desktop/normal/regression/image_preset_spoil_state_integers.spec.ts:1
https://api.github.com/repos/tomason182/hostel_api,tomason182/hostel_api,https://github.com/tomason182/hostel_api/pull/10,tomason182,Fix race condition,__TEST__/app.test.js,race condition,describe(;test(,async,44,30,2483,1,1,2024-09-13T12:18:42Z,2024-09-13T12:19:19Z,promise:0;async:44,__TEST__/app.test.js:44
https://api.github.com/repos/tomason182/hostel_api,tomason182/hostel_api,https://github.com/tomason182/hostel_api/pull/11,tomason182,"Revert ""Fix race condition""",__TEST__/app.test.js,race condition,describe(;test(,async,34,30,2483,1,1,2024-09-13T12:20:29Z,2024-09-13T12:20:49Z,promise:0;async:34,__TEST__/app.test.js:34
https://api.github.com/repos/gavinvaske/evolved_label_intelligence,gavinvaske/evolved_label_intelligence,https://github.com/gavinvaske/evolved_label_intelligence/pull/371,gavinvaske,Fix Flaky Tests,test/models/customer.spec.js;test/models/material.spec.js;test/models/user.spec.js,flaky test,describe(;it(,async,29,3,84,3,3,2024-09-13T00:18:19Z,2024-09-13T00:25:29Z,promise:0;async:29,test/models/customer.spec.js:13;test/models/material.spec.js:9;test/models/user.spec.js:7
https://api.github.com/repos/carbon-design-system/carbon,carbon-design-system/carbon,https://github.com/carbon-design-system/carbon/pull/17427,tay1orjones,"chore(tests): skip flaky tests - menu avt, slider onDrag",e2e/components/Menu/Menu-test.avt.e2e.js;packages/react/src/components/Slider/Slider-test.js,flaky test,describe(;it(;test(,async,32,2,4,2,2,2024-09-12T14:27:56Z,2024-09-12T15:14:42Z,promise:0;async:32,e2e/components/Menu/Menu-test.avt.e2e.js:5;packages/react/src/components/Slider/Slider-test.js:27
https://api.github.com/repos/gavinvaske/evolved_label_intelligence,gavinvaske/evolved_label_intelligence,https://github.com/gavinvaske/evolved_label_intelligence/pull/369,gavinvaske,Upgrade `mongodb-memory-server`,test/models/material.spec.js,flaky test,describe(;it(,async,8,3,276,1,1,2024-09-12T05:46:36Z,2024-09-12T06:16:21Z,promise:0;async:8,test/models/material.spec.js:8
https://api.github.com/repos/hmcts/rpx-xui-webapp,hmcts/rpx-xui-webapp,https://github.com/hmcts/rpx-xui-webapp/pull/3910,andywilkinshmcts,Fix potential race condition in AppConfig init,api/specificAccessOrchastrator/index.spec.ts;test_codecept/ngIntegration/tests/stepDefinitions/mockCase.steps.js,race condition,describe(;it(,async;promise,24,23,837,3,2,2024-09-25T15:00:50Z,2024-11-11T11:26:24Z,promise:1;async:23,api/specificAccessOrchastrator/index.spec.ts:6;test_codecept/ngIntegration/tests/stepDefinitions/mockCase.steps.js:18
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/70368,lubieowoce,test: fix race condition in serverComponentsHmrCache tests,test/development/app-dir/server-components-hmr-cache/server-components-hmr-cache.test.ts,race condition,describe(;it(,async,15,1,16,1,1,2024-09-23T21:57:05Z,2024-09-24T07:52:52Z,promise:0;async:15,test/development/app-dir/server-components-hmr-cache/server-components-hmr-cache.test.ts:15
https://api.github.com/repos/oxen-io/eth-sn-contracts,oxen-io/eth-sn-contracts,https://github.com/oxen-io/eth-sn-contracts/pull/86,Doy-lee,Rework reserved-contributors by introducing a state machine,test/unit-js/ServiceNodeContributionTest.js,race condition,describe(;it(,async,70,7,2614,1,1,2024-09-25T10:49:11Z,2024-10-03T02:33:30Z,promise:0;async:70,test/unit-js/ServiceNodeContributionTest.js:70
https://api.github.com/repos/Agoric/agoric-sdk,Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/10140,turadg,10130 excise SharedStateRecord,packages/orchestration/test/fixtures/zoe-tools.flows.js,race condition,it(,async;promise,11,15,277,2,1,2024-09-24T16:58:41Z,2024-10-02T16:46:11Z,promise:3;async:4,packages/orchestration/test/fixtures/zoe-tools.flows.js:7
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/27352,seaona,"fix: flaky test `Request Queuing Dapp 1, Switch Tx -> Dapp 2 Send Tx should queue send tx after switch network confirmation and transaction should target the correct network after switch is confirmed`",test/e2e/tests/request-queuing/dapp1-switch-dapp2-send.spec.js,race condition;flaky test,describe(;it(,async,6,1,92,1,1,2024-09-24T07:11:05Z,2024-09-26T17:14:02Z,promise:0;async:6,test/e2e/tests/request-queuing/dapp1-switch-dapp2-send.spec.js:6
https://api.github.com/repos/CoherentLabs/GameUIComponents,CoherentLabs/GameUIComponents,https://github.com/CoherentLabs/GameUIComponents/pull/461,MartinBozhilov-coh,Fix/zoom flaky test,tools/tests/interaction-manager/zoom/test.js,flaky test,describe(;it(,async,8,1,7,1,1,2024-09-25T14:04:20Z,2024-09-26T08:20:56Z,promise:0;async:8,tools/tests/interaction-manager/zoom/test.js:8
https://api.github.com/repos/getodk/central-backend,getodk/central-backend,https://github.com/getodk/central-backend/pull/1197,alxndrsn,test/e2e/s3: fix race condition when killing minio,test/e2e/s3/test.js,race condition,describe(;it(,async;promise,36,1,21,1,1,2024-09-24T20:12:51Z,2024-09-24T20:38:28Z,promise:11;async:25,test/e2e/s3/test.js:36
https://api.github.com/repos/newrelic/node-newrelic,newrelic/node-newrelic,https://github.com/newrelic/node-newrelic/pull/2610,bizob2828,test: Updated tests that relied on `tspl` by awating the `plan.completed` instead of calling `end` to avoid flaky tests,test/unit/serverless/api-gateway-v2.test.js;test/unit/serverless/aws-lambda.test.js;test/unit/shim/message-shim.test.js;test/unit/shim/shim.test.js;test/versioned/express/app-use.test.js;test/versioned/express/bare-router.test.js;test/versioned/express/errors.test.js;test/versioned/express/express-enrouten.test.js;test/versioned/express/ignoring.test.js;test/versioned/express/issue171.test.js;test/versioned/express/render.test.js;test/versioned/express/route-iteration.test.js;test/versioned/express/route-param.test.js;test/versioned/express/router-params.test.js;test/versioned/express/transaction-naming.test.js,flaky test,it(;test(,async;promise,201,15,258,15,15,2024-09-24T17:11:36Z,2024-09-24T17:38:09Z,promise:72;async:129,test/unit/serverless/api-gateway-v2.test.js:6;test/unit/serverless/aws-lambda.test.js:21;test/unit/shim/message-shim.test.js:33;test/unit/shim/shim.test.js:107;test/versioned/express/app-use.test.js:3;test/versioned/express/bare-router.test.js:2;test/versioned/express/errors.test.js:3;test/versioned/express/express-enrouten.test.js:2;test/versioned/express/ignoring.test.js:2;test/versioned/express/issue171.test.js:2;test/versioned/express/render.test.js:6;test/versioned/express/route-iteration.test.js:1;test/versioned/express/route-param.test.js:5;test/versioned/express/router-params.test.js:2;test/versioned/express/transaction-naming.test.js:6
https://api.github.com/repos/department-of-veterans-affairs/vets-website,department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/32232,wafimohamed,Vebt 672 fixed flaky tests,src/applications/gi/tests/components/profile/InstitutionProfile.unit.spec.jsx;src/platform/forms/tests/forms.unit.spec.js,flaky test,describe(;it(,async;promise,2,2,181,2,2,2024-10-02T15:21:38Z,2024-10-02T16:18:04Z,promise:1;async:1,src/applications/gi/tests/components/profile/InstitutionProfile.unit.spec.jsx:1;src/platform/forms/tests/forms.unit.spec.js:1
https://api.github.com/repos/DMGT-TECH/the-usher-server,DMGT-TECH/the-usher-server,https://github.com/DMGT-TECH/the-usher-server/pull/126,k1ch,Topic/k1ch/ Introduce include_permissions query param for `GET /roles` APIs,database/test/db-admin-permissions.test.js;server/test/endpoint_admin_personas_roles.test.js;server/test/endpoint_clients.test.js;server/test/endpoint_roles.test.js,race condition,describe(;it(,async;promise,86,23,767,4,4,2024-10-07T23:26:05Z,2024-10-17T21:32:20Z,promise:9;async:77,database/test/db-admin-permissions.test.js:4;server/test/endpoint_admin_personas_roles.test.js:30;server/test/endpoint_clients.test.js:33;server/test/endpoint_roles.test.js:19
https://api.github.com/repos/department-of-veterans-affairs/react-jsonschema-form,department-of-veterans-affairs/react-jsonschema-form,https://github.com/department-of-veterans-affairs/react-jsonschema-form/pull/27,kayline,Flaky tests,test/ArrayField_test.js,flaky test,describe(;it(,promise,1,4,34,2,1,2024-10-07T16:58:49Z,2024-10-10T17:17:36Z,promise:1;async:0,test/ArrayField_test.js:1
https://api.github.com/repos/bpmn-io/bpmn-to-image,bpmn-io/bpmn-to-image,https://github.com/bpmn-io/bpmn-to-image/pull/47,renovate[bot],chore: update dependency del to v8,test/cli-spec.js;test/index-spec.js,race condition;event race,describe(;it(,async,18,4,415,2,2,2024-10-08T01:29:55Z,2024-10-10T12:20:49Z,promise:0;async:18,test/cli-spec.js:14;test/index-spec.js:4
https://api.github.com/repos/google/site-kit-wp,google/site-kit-wp,https://github.com/google/site-kit-wp/pull/9476,hussain-t,Enhancement/#9316 - Fix Audience Segmentation flaky tests,assets/js/components/Header.test.js;assets/js/modules/analytics-4/components/audience-segmentation/dashboard/AudienceSegmentationSetupCTAWidget.test.js;assets/js/modules/analytics-4/components/audience-segmentation/dashboard/AudienceTilesWidget/index.test.js,flaky test,describe(;it(,async;promise,29,3,7,3,3,2024-10-08T10:24:11Z,2024-10-09T20:37:38Z,promise:1;async:28,assets/js/components/Header.test.js:3;assets/js/modules/analytics-4/components/audience-segmentation/dashboard/AudienceSegmentationSetupCTAWidget.test.js:17;assets/js/modules/analytics-4/components/audience-segmentation/dashboard/AudienceTilesWidget/index.test.js:9
https://api.github.com/repos/adobe/franklin-sidekick-library,adobe/franklin-sidekick-library,https://github.com/adobe/franklin-sidekick-library/pull/117,dylandepass,fix: flaky test,test/components/block-renderer/block-renderer.test.js,flaky test,describe(;it(,async,16,2,13,1,1,2024-10-07T01:20:15Z,2024-10-07T01:54:27Z,promise:0;async:16,test/components/block-renderer/block-renderer.test.js:16
https://api.github.com/repos/LedgerHQ/ledger-live,LedgerHQ/ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7999,KVNLS,fix: flaky test e2e desktop,apps/ledger-live-desktop/tests/specs/services/ethereumStaking.spec.ts,flaky test,test(,async;promise,13,1,2,1,1,2024-10-03T14:20:22Z,2024-10-03T15:22:59Z,promise:0;async:13,apps/ledger-live-desktop/tests/specs/services/ethereumStaking.spec.ts:13
